state_code,municipality_code,state_name,municipality_name
15,35,MEXICO                      ,HUEHUETOCA
15,82,MEXICO                      ,TEJUPILCO
15,83,MEXICO                      ,TEMAMATLA
15,98,MEXICO                      ,TEXCALYACAC
15,20,MEXICO                      ,COACALCO DE BERRIOZABAL
15,101,MEXICO                      ,TIANGUISTENCO
15,49,MEXICO                      ,JOQUICINGO
15,31,MEXICO                      ,CHIMALHUACAN
15,55,MEXICO                      ,MEXICALTZINGO
15,110,MEXICO                      ,VALLE DE BRAVO
15,118,MEXICO                      ,ZINACANTEPEC
15,9,MEXICO                      ,AMECAMECA
15,107,MEXICO                      ,TONATICO
15,23,MEXICO                      ,COYOTEPEC
15,86,MEXICO                      ,TEMASCALTEPEC
15,92,MEXICO                      ,TEOTIHUACAN
15,47,MEXICO                      ,JIQUIPILCO
15,112,MEXICO                      ,VILLA DEL CARBON
15,113,MEXICO                      ,VILLA GUERRERO
15,115,MEXICO                      ,XONACATLAN
15,15,MEXICO                      ,ATLAUTLA
15,75,MEXICO                      ,SAN MARTIN DE LAS PIRAMIDES
15,120,MEXICO                      ,ZUMPANGO
15,10,MEXICO                      ,APAXCO
15,56,MEXICO                      ,MORELOS
15,48,MEXICO                      ,JOCOTITLAN
15,122,MEXICO                      ,VALLE DE CHALCO SOLIDARIDAD
15,11,MEXICO                      ,ATENCO
15,123,MEXICO                      ,LUVIANOS
15,12,MEXICO                      ,ATIZAPAN
15,22,MEXICO                      ,COCOTITLAN
15,67,MEXICO                      ,OTZOLOTEPEC
15,74,MEXICO                      ,SAN FELIPE DEL PROGRESO
15,85,MEXICO                      ,TEMASCALCINGO
15,38,MEXICO                      ,ISIDRO FABELA
15,1,MEXICO                      ,ACAMBAY DE RUIZ CASTANEDA
15,88,MEXICO                      ,TENANCINGO
15,117,MEXICO                      ,ZACUALPAN
15,54,MEXICO                      ,METEPEC
15,108,MEXICO                      ,TULTEPEC
15,39,MEXICO                      ,IXTAPALUCA
15,43,MEXICO                      ,XALATLACO
15,65,MEXICO                      ,OTUMBA
15,76,MEXICO                      ,SAN MATEO ATENCO
15,97,MEXICO                      ,TEXCALTITLAN
15,44,MEXICO                      ,JALTENCO
15,95,MEXICO                      ,TEPOTZOTLAN
15,29,MEXICO                      ,CHICOLOAPAN
15,42,MEXICO                      ,IXTLAHUACA
15,121,MEXICO                      ,CUAUTITLAN IZCALLI
15,19,MEXICO                      ,CAPULHUAC
15,50,MEXICO                      ,JUCHITEPEC
15,71,MEXICO                      ,POLOTITLAN
15,80,MEXICO                      ,SULTEPEC
15,61,MEXICO                      ,NOPALTEPEC
15,5,MEXICO                      ,ALMOLOYA DE JUAREZ
15,24,MEXICO                      ,CUAUTITLAN
15,32,MEXICO                      ,DONATO GUERRA
15,52,MEXICO                      ,MALINALCO
15,6,MEXICO                      ,ALMOLOYA DEL RIO
15,34,MEXICO                      ,ECATZINGO
15,37,MEXICO                      ,HUIXQUILUCAN
15,46,MEXICO                      ,JILOTZINGO
15,93,MEXICO                      ,TEPETLAOXTOC
15,40,MEXICO                      ,IXTAPAN DE LA SAL
15,60,MEXICO                      ,NICOLAS ROMERO
15,18,MEXICO                      ,CALIMAYA
15,21,MEXICO                      ,COATEPEC HARINAS
15,58,MEXICO                      ,NEZAHUALCOYOTL
15,103,MEXICO                      ,TLALMANALCO
15,125,MEXICO                      ,TONANITLA
15,17,MEXICO                      ,AYAPANGO
15,13,MEXICO                      ,ATIZAPAN DE ZARAGOZA
15,105,MEXICO                      ,TLATLAYA
15,57,MEXICO                      ,NAUCALPAN DE JUAREZ
15,116,MEXICO                      ,ZACAZONAPAN
15,28,MEXICO                      ,CHIAUTLA
15,51,MEXICO                      ,LERMA
15,69,MEXICO                      ,PAPALOTLA
15,84,MEXICO                      ,TEMASCALAPA
15,94,MEXICO                      ,TEPETLIXPA
15,102,MEXICO                      ,TIMILPAN
15,14,MEXICO                      ,ATLACOMULCO
15,66,MEXICO                      ,OTZOLOAPAN
15,99,MEXICO                      ,TEXCOCO
15,124,MEXICO                      ,SAN JOSE DEL RINCON
15,72,MEXICO                      ,RAYON
15,91,MEXICO                      ,TEOLOYUCAN
15,104,MEXICO                      ,TLALNEPANTLA DE BAZ
15,27,MEXICO                      ,CHAPULTEPEC
15,30,MEXICO                      ,CHICONCUAC
15,70,MEXICO                      ,LA PAZ
15,87,MEXICO                      ,TEMOAYA
15,3,MEXICO                      ,ACULCO
15,68,MEXICO                      ,OZUMBA
15,81,MEXICO                      ,TECAMAC
15,100,MEXICO                      ,TEZOYUCA
15,2,MEXICO                      ,ACOLMAN
15,16,MEXICO                      ,AXAPUSCO
15,8,MEXICO                      ,AMATEPEC
15,106,MEXICO                      ,TOLUCA
15,114,MEXICO                      ,VILLA VICTORIA
16,23,MICHOACAN DE OCAMPO,CHAVINDA
16,70,MICHOACAN DE OCAMPO,PUREPERO
16,33,MICHOACAN DE OCAMPO,GABRIEL ZAMORA
16,101,MICHOACAN DE OCAMPO,TZITZIO
16,1,MICHOACAN DE OCAMPO,ACUITZIO
16,19,MICHOACAN DE OCAMPO,COTIJA
16,86,MICHOACAN DE OCAMPO,TANHUATO
16,91,MICHOACAN DE OCAMPO,TINGUINDIN
16,97,MICHOACAN DE OCAMPO,TURICATO
16,52,MICHOACAN DE OCAMPO,LAZARO CARDENAS
16,69,MICHOACAN DE OCAMPO,LA PIEDAD
16,3,MICHOACAN DE OCAMPO,ALVARO OBREGON
16,54,MICHOACAN DE OCAMPO,MORELOS
16,94,MICHOACAN DE OCAMPO,TLAZAZALCA
16,6,MICHOACAN DE OCAMPO,APATZINGAN
16,50,MICHOACAN DE OCAMPO,MARAVATIO
16,8,MICHOACAN DE OCAMPO,AQUILA
16,35,MICHOACAN DE OCAMPO,LA HUACANA
16,43,MICHOACAN DE OCAMPO,JACONA
16,44,MICHOACAN DE OCAMPO,JIMENEZ
16,60,MICHOACAN DE OCAMPO,NUMARAN
16,4,MICHOACAN DE OCAMPO,ANGAMACUTIRO
16,45,MICHOACAN DE OCAMPO,JIQUILPAN
16,65,MICHOACAN DE OCAMPO,PARACHO
16,113,MICHOACAN DE OCAMPO,JOSE SIXTO VERDUZCO
16,98,MICHOACAN DE OCAMPO,TUXPAN
16,16,MICHOACAN DE OCAMPO,COENEO
16,31,MICHOACAN DE OCAMPO,EPITACIO HUERTA
16,78,MICHOACAN DE OCAMPO,SANTA ANA MAYA
16,112,MICHOACAN DE OCAMPO,ZITACUARO
16,13,MICHOACAN DE OCAMPO,CARACUARO
16,75,MICHOACAN DE OCAMPO,LOS REYES
16,111,MICHOACAN DE OCAMPO,ZIRACUARETIRO
16,2,MICHOACAN DE OCAMPO,AGUILILLA
16,22,MICHOACAN DE OCAMPO,CHARO
16,81,MICHOACAN DE OCAMPO,SUSUPUATO
16,32,MICHOACAN DE OCAMPO,ERONGARICUARO
16,109,MICHOACAN DE OCAMPO,ZINAPARO
16,11,MICHOACAN DE OCAMPO,BRISENAS
16,73,MICHOACAN DE OCAMPO,QUIROGA
16,100,MICHOACAN DE OCAMPO,TZINTZUNTZAN
16,27,MICHOACAN DE OCAMPO,CHUCANDIRO
16,79,MICHOACAN DE OCAMPO,SALVADOR ESCALANTE
16,83,MICHOACAN DE OCAMPO,TANCITARO
16,14,MICHOACAN DE OCAMPO,COAHUAYANA
16,18,MICHOACAN DE OCAMPO,COPANDARO
16,56,MICHOACAN DE OCAMPO,NAHUATZEN
16,42,MICHOACAN DE OCAMPO,IXTLAN
16,12,MICHOACAN DE OCAMPO,BUENAVISTA
16,41,MICHOACAN DE OCAMPO,IRIMBO
16,48,MICHOACAN DE OCAMPO,LAGUNILLAS
16,74,MICHOACAN DE OCAMPO,COJUMATLAN DE REGULES
16,84,MICHOACAN DE OCAMPO,TANGAMANDAPIO
16,105,MICHOACAN DE OCAMPO,VISTA HERMOSA
16,107,MICHOACAN DE OCAMPO,ZACAPU
16,25,MICHOACAN DE OCAMPO,CHILCHOTA
16,93,MICHOACAN DE OCAMPO,TLALPUJAHUA
16,96,MICHOACAN DE OCAMPO,TUMBISCATIO
16,38,MICHOACAN DE OCAMPO,HUETAMO
16,51,MICHOACAN DE OCAMPO,MARCOS CASTELLANOS
16,55,MICHOACAN DE OCAMPO,MUGICA
16,71,MICHOACAN DE OCAMPO,PURUANDIRO
16,30,MICHOACAN DE OCAMPO,ECUANDUREO
16,57,MICHOACAN DE OCAMPO,NOCUPETARO
16,77,MICHOACAN DE OCAMPO,SAN LUCAS
16,88,MICHOACAN DE OCAMPO,TARIMBARO
16,95,MICHOACAN DE OCAMPO,TOCUMBO
16,80,MICHOACAN DE OCAMPO,SENGUIO
16,66,MICHOACAN DE OCAMPO,PATZCUARO
16,110,MICHOACAN DE OCAMPO,ZINAPECUARO
16,7,MICHOACAN DE OCAMPO,APORO
16,9,MICHOACAN DE OCAMPO,ARIO
16,21,MICHOACAN DE OCAMPO,CHARAPAN
16,90,MICHOACAN DE OCAMPO,TINGAMBATO
16,34,MICHOACAN DE OCAMPO,HIDALGO
16,46,MICHOACAN DE OCAMPO,JUAREZ
16,76,MICHOACAN DE OCAMPO,SAHUAYO
16,102,MICHOACAN DE OCAMPO,URUAPAN
16,17,MICHOACAN DE OCAMPO,CONTEPEC
16,28,MICHOACAN DE OCAMPO,CHURINTZIO
16,49,MICHOACAN DE OCAMPO,MADERO
16,99,MICHOACAN DE OCAMPO,TUZANTLA
16,59,MICHOACAN DE OCAMPO,NUEVO URECHO
16,82,MICHOACAN DE OCAMPO,TACAMBARO
16,24,MICHOACAN DE OCAMPO,CHERAN
16,58,MICHOACAN DE OCAMPO,NUEVO PARANGARICUTIRO
16,67,MICHOACAN DE OCAMPO,PENJAMILLO
16,89,MICHOACAN DE OCAMPO,TEPALCATEPEC
16,103,MICHOACAN DE OCAMPO,VENUSTIANO CARRANZA
16,104,MICHOACAN DE OCAMPO,VILLAMAR
16,10,MICHOACAN DE OCAMPO,ARTEAGA
16,36,MICHOACAN DE OCAMPO,HUANDACAREO
16,72,MICHOACAN DE OCAMPO,QUERENDARO
16,47,MICHOACAN DE OCAMPO,JUNGAPEO
16,92,MICHOACAN DE OCAMPO,TIQUICHEO DE NICOLAS ROMERO
16,15,MICHOACAN DE OCAMPO,COALCOMAN DE VAZQUEZ PALLARES
16,53,MICHOACAN DE OCAMPO,MORELIA
16,64,MICHOACAN DE OCAMPO,PARACUARO
16,108,MICHOACAN DE OCAMPO,ZAMORA
16,40,MICHOACAN DE OCAMPO,INDAPARAPEO
16,61,MICHOACAN DE OCAMPO,OCAMPO
16,62,MICHOACAN DE OCAMPO,PAJACUARAN
16,5,MICHOACAN DE OCAMPO,ANGANGUEO
16,20,MICHOACAN DE OCAMPO,CUITZEO
16,68,MICHOACAN DE OCAMPO,PERIBAN
16,29,MICHOACAN DE OCAMPO,CHURUMUCO
16,63,MICHOACAN DE OCAMPO,PANINDICUARO
16,37,MICHOACAN DE OCAMPO,HUANIQUEO
16,87,MICHOACAN DE OCAMPO,TARETAN
16,85,MICHOACAN DE OCAMPO,TANGANCICUARO
16,106,MICHOACAN DE OCAMPO,YURECUARO
17,7,MORELOS,CUERNAVACA
17,26,MORELOS,TLAYACAPAN
17,5,MORELOS,COATLAN DEL RIO
17,12,MORELOS,JOJUTLA
17,23,MORELOS,TLALNEPANTLA
17,1,MORELOS,AMACUZAC
17,31,MORELOS,ZACATEPEC
17,14,MORELOS,MAZATEPEC
17,9,MORELOS,HUITZILAC
17,29,MORELOS,YAUTEPEC
17,4,MORELOS,AYALA
17,32,MORELOS,ZACUALPAN
17,10,MORELOS,JANTETELCO
17,2,MORELOS,ATLATLAHUCAN
17,17,MORELOS,PUENTE DE IXTLA
17,28,MORELOS,XOCHITEPEC
17,24,MORELOS,TLALTIZAPAN DE ZAPATA
17,35,MORELOS,XOXOCOTLA
17,16,MORELOS,OCUITUCO
17,8,MORELOS,EMILIANO ZAPATA
17,33,MORELOS,TEMOAC
17,6,MORELOS,CUAUTLA
17,13,MORELOS,JONACATEPEC
17,27,MORELOS,TOTOLAPAN
17,11,MORELOS,JIUTEPEC
17,25,MORELOS,TLAQUILTENANGO
17,21,MORELOS,TETECALA
17,30,MORELOS,YECAPIXTLA
17,34,MORELOS,COATETELCO
17,3,MORELOS,AXOCHIAPAN
17,15,MORELOS,MIACATLAN
17,20,MORELOS,TEPOZTLAN
17,18,MORELOS,TEMIXCO
17,22,MORELOS,TETELA DEL VOLCAN
17,19,MORELOS,TEPALCINGO
18,6,NAYARIT,IXTLAN DEL RIO
18,3,NAYARIT,AMATLAN DE CANAS
18,11,NAYARIT,RUIZ
18,20,NAYARIT,BAHIA DE BANDERAS
18,4,NAYARIT,COMPOSTELA
18,5,NAYARIT,HUAJICORI
18,2,NAYARIT,AHUACATLAN
18,14,NAYARIT,SANTA MARIA DEL ORO
18,8,NAYARIT,XALISCO
18,18,NAYARIT,TUXPAN
18,19,NAYARIT,LA YESCA
18,10,NAYARIT,ROSAMORADA
18,13,NAYARIT,SAN PEDRO LAGUNILLAS
18,1,NAYARIT,ACAPONETA
18,16,NAYARIT,TECUALA
18,15,NAYARIT,SANTIAGO IXCUINTLA
18,7,NAYARIT,JALA
18,12,NAYARIT,SAN BLAS
18,17,NAYARIT,TEPIC
19,25,NUEVO LEON   ,GENERAL ZUAZUA
19,26,NUEVO LEON   ,GUADALUPE
19,29,NUEVO LEON   ,HUALAHUISES
19,32,NUEVO LEON   ,LAMPAZOS DE NARANJO
19,12,NUEVO LEON   ,CIENEGA DE FLORES
19,39,NUEVO LEON   ,MONTERREY
19,41,NUEVO LEON   ,PESQUERIA
19,22,NUEVO LEON   ,GENERAL TERAN
19,2,NUEVO LEON   ,AGUALEGUAS
19,18,NUEVO LEON   ,GARCIA
19,27,NUEVO LEON   ,LOS HERRERAS
19,7,NUEVO LEON   ,ARAMBERRI
19,31,NUEVO LEON   ,JUAREZ
19,11,NUEVO LEON   ,CERRALVO
19,45,NUEVO LEON   ,SALINAS VICTORIA
19,8,NUEVO LEON   ,BUSTAMANTE
19,19,NUEVO LEON   ,SAN PEDRO GARZA GARCIA
19,44,NUEVO LEON   ,SABINAS HIDALGO
19,33,NUEVO LEON   ,LINARES
19,42,NUEVO LEON   ,LOS RAMONES
19,49,NUEVO LEON   ,SANTIAGO
19,6,NUEVO LEON   ,APODACA
19,46,NUEVO LEON   ,SAN NICOLAS DE LOS GARZA
19,14,NUEVO LEON   ,DOCTOR ARROYO
19,40,NUEVO LEON   ,PARAS
19,38,NUEVO LEON   ,MONTEMORELOS
19,4,NUEVO LEON   ,ALLENDE
19,13,NUEVO LEON   ,CHINA
19,21,NUEVO LEON   ,GENERAL ESCOBEDO
19,24,NUEVO LEON   ,GENERAL ZARAGOZA
19,34,NUEVO LEON   ,MARIN
19,51,NUEVO LEON   ,VILLALDAMA
19,5,NUEVO LEON   ,ANAHUAC
19,47,NUEVO LEON   ,HIDALGO
19,9,NUEVO LEON   ,CADEREYTA JIMENEZ
19,17,NUEVO LEON   ,GALEANA
19,10,NUEVO LEON   ,EL CARMEN
19,20,NUEVO LEON   ,GENERAL BRAVO
19,48,NUEVO LEON   ,SANTA CATARINA
20,39,OAXACA,HEROICA CIUDAD DE HUAJUAPAN DE LEON
20,87,OAXACA,SAN AGUSTIN YATARENI
20,440,OAXACA,SANTA MARIA TOTOLAPILLA
20,486,OAXACA,VILLA TEJUPAM DE LA UNION
20,525,OAXACA,SANTO DOMINGO ZANATEPEC
20,25,OAXACA,CHAHUITES
20,44,OAXACA,LOMA BONITA
20,46,OAXACA,MAGDALENA JALTEPEC
20,166,OAXACA,SAN JOSE CHILTEPEC
20,194,OAXACA,SAN JUAN DEL RIO
20,208,OAXACA,SAN JUAN MIXTEPEC
20,237,OAXACA,SAN MARCOS ARTEAGA
20,369,OAXACA,SANTA CATARINA QUIANE
20,450,OAXACA,SANTIAGO AMOLTEPEC
20,533,OAXACA,SANTO TOMAS TAMAZULAPAN
20,28,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO
20,83,OAXACA,SAN AGUSTIN DE LAS JUNTAS
20,102,OAXACA,SAN ANDRES ZAUTLA
20,118,OAXACA,SAN BARTOLOME QUIALANA
20,176,OAXACA,SAN JUAN BAUTISTA COIXTLAHUACA
20,245,OAXACA,SAN MARTIN ZACATEPEC
20,350,OAXACA,SAN SEBASTIAN TUTLA
20,462,OAXACA,SANTIAGO HUAJOLOTITLAN
20,483,OAXACA,SANTIAGO SUCHILQUITONGO
20,535,OAXACA,SAN VICENTE LACHIXIO
20,275,OAXACA,SAN MIGUEL QUETZALTEPEC
20,327,OAXACA,SAN PEDRO TAPANATEPEC
20,330,OAXACA,SAN PEDRO TEUTILA
20,421,OAXACA,SANTA MARIA MIXTEQUILLA
20,449,OAXACA,SANTA MARIA ZOQUITLAN
20,453,OAXACA,SANTIAGO ASTATA
20,124,OAXACA,SAN BLAS ATEMPA
20,315,OAXACA,SAN PEDRO MARTIR
20,345,OAXACA,SAN SEBASTIAN IXCAPA
20,526,OAXACA,SANTOS REYES NOPALA
20,559,OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL
20,89,OAXACA,SAN ANDRES DINICUITI
20,310,OAXACA,SAN PEDRO IXTLAHUACA
20,362,OAXACA,SANTA CATARINA CUIXTLA
20,455,OAXACA,SANTIAGO AYUQUILILLA
20,500,OAXACA,SANTIAGO YOSONDUA
20,520,OAXACA,SANTO DOMINGO TONALA
20,314,OAXACA,SAN PEDRO JUCHATENGO
20,336,OAXACA,SAN PEDRO YOLOX
20,343,OAXACA,SAN SEBASTIAN ABASOLO
20,150,OAXACA,SAN FRANCISCO TELIXTLAHUACA
20,305,OAXACA,SAN PEDRO COMITANCILLO
20,342,OAXACA,SAN RAYMUNDO JALPAN
20,31,OAXACA,TAMAZULAPAM DEL ESPIRITU SANTO
20,34,OAXACA,GUADALUPE DE RAMIREZ
20,73,OAXACA,PUTLA VILLA DE GUERRERO
20,308,OAXACA,SAN PEDRO HUILOTEPEC
20,399,OAXACA,SANTA MARIA ATZOMPA
20,13,OAXACA,CIENEGA DE ZIMATLAN
20,112,OAXACA,SAN BALTAZAR CHICHICAPAM
20,255,OAXACA,SAN MATEO SINDIHUI
20,278,OAXACA,SAN MIGUEL SOYALTEPEC
20,551,OAXACA,TLACOLULA DE MATAMOROS
20,53,OAXACA,MAGDALENA TLACOTEPEC
20,190,OAXACA,SAN JUAN COTZOCON
20,197,OAXACA,SAN JUAN GUELAVIA
20,9,OAXACA,AYOTZINTEPEC
20,63,OAXACA,NAZARENO ETLA
20,113,OAXACA,SAN BALTAZAR LOXICHA
20,123,OAXACA,SAN BERNARDO MIXTEPEC
20,413,OAXACA,SANTA MARIA HUATULCO
20,475,OAXACA,SANTIAGO MATATLAN
20,560,OAXACA,VILLA DIAZ ORDAZ
20,75,OAXACA,REFORMA DE PINEDA
20,219,OAXACA,SAN JUAN TEITIPAC
20,230,OAXACA,SAN LORENZO VICTORIA
20,490,OAXACA,SANTIAGO TEXCALCINGO
20,546,OAXACA,TEOTITLAN DEL VALLE
20,547,OAXACA,TEOTONGO
20,91,OAXACA,SAN ANDRES HUAYAPAM
20,387,OAXACA,SANTA GERTRUDIS
20,452,OAXACA,SANTIAGO APOSTOL
20,153,OAXACA,SAN GABRIEL MIXTEPEC
20,244,OAXACA,SAN MARTIN TOXPALAN
20,247,OAXACA,CAPULALPAM DE MENDEZ
20,366,OAXACA,SANTA CATARINA LOXICHA
20,424,OAXACA,SANTA MARIA OZOLOTEPEC
20,477,OAXACA,SANTIAGO MINAS
20,545,OAXACA,TEOTITLAN DE FLORES MAGON
20,2,OAXACA,ACATLAN DE PEREZ FIGUEROA
20,30,OAXACA,EL ESPINAL
20,467,OAXACA,SANTIAGO JAMILTEPEC
20,549,OAXACA,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA"
20,41,OAXACA,HUAUTLA DE JIMENEZ
20,68,OAXACA,OCOTLAN DE MORELOS
20,77,OAXACA,REYES ETLA
20,79,OAXACA,SALINA CRUZ
20,115,OAXACA,SAN BARTOLO COYOTEPEC
20,232,OAXACA,SAN LUCAS OJITLAN
20,333,OAXACA,SAN PEDRO TOTOLAPAM
20,340,OAXACA,SAN PEDRO Y SAN PABLO TEQUIXTEPEC
20,397,OAXACA,HEROICA CIUDAD DE TLAXIACO
20,507,OAXACA,SANTO DOMINGO ARMENTA
20,375,OAXACA,SANTA CRUZ AMILPAS
20,532,OAXACA,SANTO TOMAS OCOTEPEC
20,348,OAXACA,SAN SEBASTIAN TECOMAXTLAHUACA
20,509,OAXACA,SANTO DOMINGO DE MORELOS
20,84,OAXACA,SAN AGUSTIN ETLA
20,293,OAXACA,SAN PABLO ETLA
20,325,OAXACA,SAN PEDRO QUIATONI
20,339,OAXACA,SAN PEDRO Y SAN PABLO TEPOSCOLULA
20,378,OAXACA,SANTA CRUZ MIXTEPEC
20,403,OAXACA,SANTA MARIA COYOTEPEC
20,447,OAXACA,SANTA MARIA ZACATEPEC
20,86,OAXACA,SAN AGUSTIN TLACOTEPEC
20,107,OAXACA,SAN ANTONIO DE LA CAL
20,188,OAXACA,SAN JUAN COLORADO
20,318,OAXACA,SAN PEDRO MIXTEPEC
20,386,OAXACA,SANTA CRUZ ZENZONTEPEC
20,499,OAXACA,SANTIAGO YOLOMECATL
20,143,OAXACA,SAN FRANCISCO IXHUATAN
20,157,OAXACA,SAN JACINTO AMILPAS
20,174,OAXACA,ANIMAS TRUJANO
20,307,OAXACA,SAN PEDRO HUAMELULA
20,381,OAXACA,SANTA CRUZ TACACHE DE MINA
20,398,OAXACA,AYOQUEZCO DE ALDAMA
20,441,OAXACA,SANTA MARIA XADANI
20,21,OAXACA,COSOLAPA
20,111,OAXACA,SAN ANTONIO TEPETLAPA
20,171,OAXACA,SAN JOSE TENANGO
20,202,OAXACA,SAN JUAN LACHAO
20,285,OAXACA,SAN MIGUEL TLACAMAMA
20,519,OAXACA,SANTO DOMINGO TOMALTEPEC
20,295,OAXACA,SAN PABLO HUIXTEPEC
20,493,OAXACA,SANTIAGO TILLO
20,553,OAXACA,TLALIXTAC DE CABRERA
20,43,OAXACA,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA
20,85,OAXACA,SAN AGUSTIN LOXICHA
20,131,OAXACA,SAN DIONISIO OCOTEPEC
20,163,OAXACA,SAN JERONIMO TECOATL
20,358,OAXACA,SANTA ANA TLAPACOYAN
20,377,OAXACA,SANTA CRUZ ITUNDUJIA
20,513,OAXACA,SANTO DOMINGO PETAPA
20,27,OAXACA,CHIQUIHUITLAN DE BENITO JUAREZ
20,59,OAXACA,MIAHUATLAN DE PORFIRIO DIAZ
20,303,OAXACA,SAN PEDRO CAJONOS
20,427,OAXACA,SANTA MARIA PETAPA
20,438,OAXACA,SANTA MARIA TLALIXTAC
20,52,OAXACA,MAGDALENA TEQUISISTLAN
20,164,OAXACA,SAN JORGE NUCHITA
20,284,OAXACA,SAN MIGUEL TILQUIAPAM
20,312,OAXACA,SAN PEDRO JICAYAN
20,409,OAXACA,SANTA MARIA DEL TULE
20,418,OAXACA,SANTA MARIA JALAPA DEL MARQUES
20,464,OAXACA,SANTIAGO IHUITLAN PLUMAS
20,35,OAXACA,GUELATAO DE JUAREZ
20,134,OAXACA,SAN FELIPE JALAPA DE DIAZ
20,184,OAXACA,SAN JUAN BAUTISTA TUXTEPEC
20,439,OAXACA,SANTA MARIA TONAMECA
20,23,OAXACA,CUILAPAM DE GUERRERO
20,98,OAXACA,SAN ANDRES TEOTILALPAM
20,177,OAXACA,SAN JUAN BAUTISTA CUICATLAN
20,198,OAXACA,SAN JUAN GUICHICOVI
20,243,OAXACA,SAN MARTIN TILCAJETE
20,261,OAXACA,SAN MIGUEL AMATITLAN
20,324,OAXACA,SAN PEDRO POCHUTLA
20,406,OAXACA,SANTA MARIA CHILCHOTLA
20,10,OAXACA,EL BARRIO DE LA SOLEDAD
20,72,OAXACA,SAN JOSE DEL PROGRESO
20,114,OAXACA,SAN BALTAZAR YATZACHI EL BAJO
20,294,OAXACA,SAN PABLO HUITZO
20,380,OAXACA,SANTA CRUZ PAPALUTLA
20,550,OAXACA,SAN JERONIMO TLACOCHAHUAYA
20,561,OAXACA,YAXE
20,7,OAXACA,ASUNCION OCOTLAN
20,141,OAXACA,SAN FRANCISCO DEL MAR
20,260,OAXACA,SAN MIGUEL ALOAPAM
20,401,OAXACA,SANTA MARIA COLOTEPEC
20,57,OAXACA,MATIAS ROMERO AVENDANO
20,156,OAXACA,SAN ILDEFONSO VILLA ALTA
20,200,OAXACA,SAN JUAN JUQUILA MIXES
20,259,OAXACA,SAN MIGUEL AHUEHUETITLAN
20,290,OAXACA,SAN NICOLAS HIDALGO
20,66,OAXACA,SANTIAGO NILTEPEC
20,70,OAXACA,PINOTEPA DE DON LUIS
20,394,OAXACA,SANTA MARIA ALOTEPEC
20,508,OAXACA,SANTO DOMINGO CHIHUITAN
20,540,OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO
20,5,OAXACA,ASUNCION IXTALTEPEC
20,45,OAXACA,MAGDALENA APASCO
20,185,OAXACA,SAN JUAN CACAHUATEPEC
20,515,OAXACA,SANTO DOMINGO TEHUANTEPEC
20,537,OAXACA,SILACAYOAPAM
20,248,OAXACA,SAN MATEO DEL MAR
20,346,OAXACA,SAN SEBASTIAN NICANANDUTA
20,351,OAXACA,SAN SIMON ALMOLONGAS
20,570,OAXACA,ZIMATLAN DE ALVAREZ
20,76,OAXACA,LA REFORMA
20,227,OAXACA,SAN LORENZO CACAOTEPEC
20,281,OAXACA,SAN MIGUEL TECOMATLAN
20,338,OAXACA,VILLA DE ETLA
20,437,OAXACA,SANTA MARIA TLAHUITOLTEPEC
20,482,OAXACA,SANTIAGO PINOTEPA NACIONAL
20,149,OAXACA,SAN FRANCISCO SOLA
20,472,OAXACA,SANTIAGO LAOLLAGA
20,6,OAXACA,ASUNCION NOCHIXTLAN
20,484,OAXACA,SANTIAGO TAMAZOLA
20,33,OAXACA,GUADALUPE ETLA
20,117,OAXACA,SAN BARTOLOME LOXICHA
20,242,OAXACA,SAN MARTIN PERAS
20,265,OAXACA,SAN MIGUEL CHIMALAPA
20,334,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO
20,367,OAXACA,SANTA CATARINA MECHOACAN
20,385,OAXACA,SANTA CRUZ XOXOCOTLAN
20,505,OAXACA,SANTO DOMINGO INGENIO
20,37,OAXACA,MESONES HIDALGO
20,277,OAXACA,VILLA SOLA DE VEGA
20,407,OAXACA,SANTA MARIA CHIMALAPA
20,539,OAXACA,SOLEDAD ETLA
20,130,OAXACA,SAN DIONISIO DEL MAR
20,136,OAXACA,SAN FELIPE USILA
20,298,OAXACA,SAN PABLO VILLA DE MITLA
20,300,OAXACA,SAN PEDRO AMUZGOS
20,459,OAXACA,SANTIAGO CHAZUMBA
20,562,OAXACA,MAGDALENA YODOCONO DE PORFIRIO DIAZ
20,145,OAXACA,SAN FRANCISCO LACHIGOLO
20,557,OAXACA,UNION HIDALGO
20,565,OAXACA,VILLA DE ZAACHILA
20,67,OAXACA,OAXACA DE JUAREZ
20,170,OAXACA,SAN JOSE LACHIGUIRI
20,241,OAXACA,SAN MARTIN LACHILA
20,309,OAXACA,SAN PEDRO IXCATLAN
20,368,OAXACA,SANTA CATARINA MINAS
20,516,OAXACA,SANTO DOMINGO TEOJOMULCO
20,103,OAXACA,SAN ANTONINO CASTILLO VELASCO
20,160,OAXACA,SAN JERONIMO SILACAYOAPILLA
20,213,OAXACA,SAN JUAN QUIAHIJE
20,276,OAXACA,SAN MIGUEL SANTA FLOR
20,468,OAXACA,SANTIAGO JOCOTEPEC
